C0000744	DOID:0001386
C0000744	DOID:0001387
C0000744	DOID:0001388
C0000744	DOID:0001391
C0001080	DOID:0080041
C0001080	DOID:0111158
C0001080	DOID:0004480
C0001206	DOID:0002449
C0001768	DOID:0002583
C0002066	DOID:0014223
C0002066	DOID:0009270
C0002170	DOID:0000987
C0002312	DOID:0110029
C0002312	DOID:0110030
C0002312	DOID:0110031
C0002312	DOID:0001099
C0002448	DOID:0050894
C0002726	DOID:0009120
C0002831	DOID:0012841
C0002871	DOID:0002355
C0003076	DOID:0012271
C0003708	DOID:0012156
C0003708	DOID:0009471
C0003949	DOID:0010320
C0004030	DOID:0013564
C0004114	DOID:0003069
C0004114	DOID:0003078
C0004114	DOID:0004851
C0004114	DOID:0005077
C0004114	DOID:0006726
C0004114	DOID:0006811
C0004114	DOID:0007005
C0004114	DOID:0007007
C0004114	DOID:0007008
C0004576	DOID:0009643
C0005138	DOID:0010322
C0005745	DOID:0060260
C0006309	DOID:0011077
C0006666	DOID:0004734
C0007462	DOID:0003222
C0008029	DOID:0001856
C0008029	DOID:0000203
C0008354	DOID:0001498
C0008479	DOID:0003371
C0008487	DOID:0003302
C0008489	DOID:0060810
C0008489	DOID:0012859
C0008525	DOID:0009821
C0008526	DOID:0010176
C0008526	DOID:0011406
C0008526	DOID:0012574
C0008526	DOID:0003612
C0008526	DOID:0008886
C0008582	DOID:0001562
C0009186	DOID:0013450
C0010276	DOID:0003840
C0010276	DOID:0003846
C0010276	DOID:0003847
C0010278	DOID:0002340
C0010418	DOID:0001733
C0010678	DOID:0010079
C0010691	DOID:0009266
C0011633	DOID:0010223
C0011633	DOID:0014203
C0011644	DOID:0000418
C0011644	DOID:0000419
C0011813	DOID:0009565
C0011993	DOID:0005574
C0011993	DOID:0006977
C0012602	DOID:0001082
C0013366	DOID:0000206
C0013366	DOID:0004624
C0013393	DOID:0001934
C0013502	DOID:0001496
C0014038	DOID:0009588
C0014084	DOID:0060221
C0014084	DOID:0090015
C0014084	DOID:0000206
C0014084	DOID:0004624
C0014175	DOID:0000289
C0014236	DOID:0004692
C0014474	DOID:0004844
C0014474	DOID:0005075
C0014474	DOID:0005500
C0014474	DOID:0005504
C0014474	DOID:0005505
C0014544	DOID:0001826
C0016057	DOID:0003355
C0016085	DOID:0001080
C0016952	DOID:0014695
C0016952	DOID:0009870
C0017075	DOID:0002426
C0017075	DOID:0004817
C0017083	DOID:0002368
C0017150	DOID:0005577
C0017636	DOID:0003068
C0017636	DOID:0003074
C0017638	DOID:0003070
C0017638	DOID:0003620
C0017638	DOID:0005076
C0018922	DOID:0000264
C0018923	DOID:0001816
C0018995	DOID:0002352
C0019045	DOID:0002859
C0019045	DOID:0002860
C0019045	DOID:0005378
C0019045	DOID:0005379
C0019655	DOID:0001731
C0019655	DOID:0001759
C0020225	DOID:0050453
C0020225	DOID:0050777
C0020225	DOID:0060270
C0020225	DOID:0060276
C0020225	DOID:0060277
C0020225	DOID:0060278
C0020225	DOID:0060807
C0020225	DOID:0090132
C0020225	DOID:0090137
C0020225	DOID:0110096
C0020225	DOID:0004626
C0020302	DOID:0011211
C0020302	DOID:0011212
C0020413	DOID:0010074
C0020473	DOID:0001168
C0020500	DOID:0002977
C0020502	DOID:0013543
C0020550	DOID:0007997
C0020550	DOID:0007998
C0020555	DOID:0000420
C0020597	DOID:0001390
C0020626	DOID:0011199
C0020630	DOID:0014213
C0020635	DOID:0060870
C0020635	DOID:0060872
C0020635	DOID:0060873
C0020635	DOID:0060874
C0020635	DOID:0060875
C0020635	DOID:0090070
C0020635	DOID:0090071
C0020635	DOID:0090072
C0020635	DOID:0090073
C0020635	DOID:0090074
C0020635	DOID:0090076
C0020635	DOID:0090077
C0020635	DOID:0090078
C0020635	DOID:0090079
C0020635	DOID:0090080
C0020635	DOID:0090081
C0020635	DOID:0090082
C0020635	DOID:0090083
C0020635	DOID:0090084
C0020635	DOID:0090085
C0020635	DOID:0090086
C0020635	DOID:0090087
C0020635	DOID:0090089
C0020635	DOID:0090090
C0020635	DOID:0090092
C0020635	DOID:0090093
C0020635	DOID:0090094
C0020635	DOID:0003614
C0020635	DOID:0009406
C0020635	DOID:0009410
C0020635	DOID:0009476
C0020676	DOID:0011634
C0020676	DOID:0001459
C0020757	DOID:0001697
C0021670	DOID:0003892
C0022073	DOID:0013141
C0022073	DOID:0001407
C0022073	DOID:0009383
C0022610	DOID:0002382
C0022802	DOID:0000648
C0023240	DOID:0010458
C0023269	DOID:0001967
C0023269	DOID:0005264
C0023269	DOID:0005268
C0023281	DOID:0009065
C0023281	DOID:0009146
C0023343	DOID:0001024
C0023364	DOID:0002297
C0023520	DOID:0010579
C0023806	DOID:0003343
C0023827	DOID:0003382
C0023827	DOID:0005702
C0023860	DOID:0011573
C0024221	DOID:0001475
C0024299	DOID:0060058
C0024299	DOID:0003234
C0024302	DOID:0008538
C0024449	DOID:0013078
C0024530	DOID:0012365
C0024748	DOID:0003413
C0024759	DOID:0001081
C0024899	DOID:0012309
C0024899	DOID:0000350
C0024899	DOID:0003664
C0024899	DOID:0004658
C0024899	DOID:0004659
C0025149	DOID:0050902
C0025149	DOID:0003861
C0025149	DOID:0003864
C0025149	DOID:0003868
C0025149	DOID:0003869
C0025229	DOID:0005052
C0025239	DOID:0004253
C0025286	DOID:0001138
C0025286	DOID:0003565
C0025286	DOID:0003772
C0025286	DOID:0004141
C0025286	DOID:0004210
C0025286	DOID:0004587
C0025286	DOID:0004588
C0025286	DOID:0004594
C0025286	DOID:0006114
C0025286	DOID:0006548
C0025286	DOID:0006869
C0025286	DOID:0007210
C0025286	DOID:0007211
C0025286	DOID:0007212
C0025286	DOID:0007213
C0025286	DOID:0008057
C0025299	DOID:0001088
C0025312	DOID:0060326
C0025312	DOID:0001089
C0025500	DOID:0001790
C0025500	DOID:0002645
C0025958	DOID:0010907
C0026697	DOID:0003343
C0026703	DOID:0012798
C0026946	DOID:0001564
C0026987	DOID:0004971
C0027092	DOID:0011830
C0027404	DOID:0008986
C0027708	DOID:0001974
C0027708	DOID:0002154
C0027773	DOID:0070218
C0027773	DOID:0070219
C0027773	DOID:0013317
C0027809	DOID:0012689
C0027809	DOID:0003192
C0027809	DOID:0003196
C0027809	DOID:0003205
C0027809	DOID:0003206
C0027809	DOID:0005940
C0027819	DOID:0000769
C0027830	DOID:0000962
C0028945	DOID:0003181
C0028945	DOID:0003183
C0028945	DOID:0003186
C0028945	DOID:0007912
C0029001	DOID:0011678
C0029417	DOID:0060098
C0029429	DOID:0007489
C0029429	DOID:0008125
C0029429	DOID:0000084
C0029454	DOID:0110938
C0029454	DOID:0110946
C0029454	DOID:0013533
C0029454	DOID:0004254
C0029463	DOID:0003347
C0030044	DOID:0002340
C0030343	DOID:0012030
C0030343	DOID:0013141
C0030409	DOID:0012662
C0031485	DOID:0009281
C0032064	DOID:0010398
C0032064	DOID:0010773
C0032064	DOID:0003481
C0032064	DOID:0003482
C0032131	DOID:0003720
C0032131	DOID:0003721
C0032273	DOID:0010316
C0032273	DOID:0012522
C0032371	DOID:0004953
C0032371	DOID:0009786
C0032461	DOID:0060474
C0032461	DOID:0002834
C0032461	DOID:0002838
C0032461	DOID:0002839
C0032461	DOID:0008432
C0032914	DOID:0010591
C0033300	DOID:0003911
C0033375	DOID:0005394
C0033805	DOID:0060854
C0033805	DOID:0060855
C0033805	DOID:0004479
C0033806	DOID:0004184
C0033835	DOID:0004183
C0035335	DOID:0004648
C0035335	DOID:0000768
C0035412	DOID:0003247
C0036202	DOID:0011335
C0036202	DOID:0013404
C0036202	DOID:0000626
C0036231	DOID:0014397
C0036231	DOID:0009640
C0036323	DOID:0050597
C0036323	DOID:0001395
C0036631	DOID:0004440
C0036631	DOID:0005557
C0036631	DOID:0005842
C0037661	DOID:0004430
C0037899	DOID:0014504
C0037899	DOID:0001927
C0038034	DOID:0014484
C0038463	DOID:0010955
C0039075	DOID:0011193
C0039144	DOID:0000327
C0039538	DOID:0003307
C0039538	DOID:0005563
C0039538	DOID:0005566
C0039614	DOID:0011338
C0040015	DOID:0111044
C0040015	DOID:0111049
C0040015	DOID:0111051
C0040015	DOID:0011125
C0040015	DOID:0002219
C0040100	DOID:0003275
C0040100	DOID:0003284
C0040896	DOID:0009784
C0042109	DOID:0001555
C0042164	DOID:0012030
C0042164	DOID:0013141
C0042384	DOID:0000865
C0078982	DOID:0110881
C0078982	DOID:0004621
C0079541	DOID:0110881
C0079541	DOID:0004621
C0080024	DOID:0003263
C0085399	DOID:0010242
C0085407	DOID:0004271
C0086438	DOID:0002583
C0086543	DOID:0000083
C0152200	DOID:0013911
C0152427	DOID:0001148
C0152444	DOID:0000327
C0162309	DOID:0010588
C0162576	DOID:0004031
C0162576	DOID:0007033
C0162839	DOID:0003805
C0175683	DOID:0009273
C0205898	DOID:0001664
C0205898	DOID:0005030
C0206624	DOID:0000684
C0206624	DOID:0000687
C0206641	DOID:0000206
C0206660	DOID:0002994
C0206660	DOID:0003304
C0206698	DOID:0004896
C0206698	DOID:0004897
C0206698	DOID:0004928
C0206698	DOID:0004947
C0206711	DOID:0005374
C0206711	DOID:0005375
C0206716	DOID:0005078
C0206718	DOID:0004163
C0206726	DOID:0003071
C0206729	DOID:0003512
C0206729	DOID:0005940
C0206729	DOID:0008353
C0206734	DOID:0005241
C0220659	DOID:0014669
C0220992	DOID:0060168
C0220993	DOID:0090142
C0238402	DOID:0080038
C0242343	DOID:0060870
C0242343	DOID:0060872
C0242343	DOID:0060873
C0242343	DOID:0060874
C0242343	DOID:0060875
C0242343	DOID:0090070
C0242343	DOID:0090071
C0242343	DOID:0090072
C0242343	DOID:0090073
C0242343	DOID:0090074
C0242343	DOID:0090076
C0242343	DOID:0090077
C0242343	DOID:0090078
C0242343	DOID:0090079
C0242343	DOID:0090080
C0242343	DOID:0090081
C0242343	DOID:0090082
C0242343	DOID:0090083
C0242343	DOID:0090084
C0242343	DOID:0090085
C0242343	DOID:0090086
C0242343	DOID:0090087
C0242343	DOID:0090089
C0242343	DOID:0090090
C0242343	DOID:0090092
C0242343	DOID:0090093
C0242343	DOID:0090094
C0242343	DOID:0003614
C0242343	DOID:0009406
C0242343	DOID:0009410
C0242343	DOID:0009476
C0265282	DOID:0060465
C0265301	DOID:0060251
C0265301	DOID:0060756
C0265301	DOID:0060757
C0265301	DOID:0080036
C0265535	DOID:0002340
C0265554	DOID:0090020
C0265554	DOID:0090021
C0265554	DOID:0090022
C0265554	DOID:0090023
C0265554	DOID:0090025
C0265554	DOID:0090026
C0265554	DOID:0090027
C0265559	DOID:0050603
C0265706	DOID:0011044
C0265998	DOID:0080082
C0266463	DOID:0050453
C0266463	DOID:0050777
C0266463	DOID:0060270
C0266463	DOID:0060276
C0266463	DOID:0060277
C0266463	DOID:0060278
C0266463	DOID:0060807
C0266463	DOID:0090132
C0266463	DOID:0090137
C0266463	DOID:0110096
C0266463	DOID:0004626
C0266484	DOID:0060263
C0268162	DOID:0111258
C0268162	DOID:0009432
C0268225	DOID:0050461
C0268225	DOID:0014500
C0268233	DOID:0080540
C0268419	DOID:0002582
C0268548	DOID:0009278
C0268553	DOID:0009274
C0268556	DOID:0009274
C0268576	DOID:0009269
C0268632	DOID:0060177
C0276758	DOID:0050289
C0311249	DOID:0010629
C0311386	DOID:0002112
C0334489	DOID:0006823
C0334587	DOID:0007305
C0334596	DOID:0004790
C0342853	DOID:0003659
C0342907	DOID:0090019
C0392662	DOID:0050256
C0410530	DOID:0111512
C0410538	DOID:0080047
C0432228	DOID:0050690
C0473527	DOID:0001386
C0473527	DOID:0001387
C0473527	DOID:0001388
C0473527	DOID:0001391
C0542428	DOID:0080044
C0542428	DOID:0080056
C0546966	DOID:0050472
C0599035	DOID:0001415
C0687120	DOID:0050576
C0687120	DOID:0012712
C0687751	DOID:0001386
C0700367	DOID:0004794
C0740302	DOID:0090016
C0751674	DOID:0003319
C0751691	DOID:0004697
C0878544	DOID:0050700
C1261473	DOID:0004235
C1335929	DOID:0003204
C1335929	DOID:0008712
C1367554	DOID:0002776
C1510455	DOID:0012960
C1510455	DOID:0014705
C1510455	DOID:0014768
C1527231	DOID:0010588
C1704275	DOID:0000876
C1847967	DOID:0060868
C1853578	DOID:0110737
C1857253	DOID:0060650
C1968949	DOID:0080205
C2678439	DOID:0014283
C2717876	DOID:0014701
C2930900	DOID:0110279
C2931042	DOID:0111362
C2931746	DOID:0111270
C2936332	DOID:0110278
C3495551	DOID:0014218
C3714524	DOID:0080534
